OTU_num,control.1,control.2,control.3,control.4,control.5,control.6,control.7,control.8,control.9,control.10,control.11,control.12,control.13,control.14,control.15,control.16,control.17,control.18,control.19,control.20,DSS.1,DSS.2,DSS.3,DSS.4,DSS.5,DSS.6,DSS.7,DSS.8,DSS.9,DSS.10,DSS.11,DSS.12,DSS.13,DSS.14,DSS.15,DSS.16,DSS.17,DSS.18,DSS.19,G75.1,G75.2,G75.3,G75.4,G75.5,G75.6,G75.7,G75.8,G75.9,G75.10,G17.1,G17.2,G17.3,G17.4,G17.5,G17.6,G17.7,G17.8,G17.9,G17.10,Rb1.1,Rb1.2,Rb1.3,Rb1.4,Rb1.5,Rb1.6,Rb1.7,Rb1.8,Rb1.9,Rb1.10,Rg3.1,Rg3.2,Rg3.3,Rg3.4,Rg3.5,Rg3.6,Rg3.7,Rg3.8,Rg3.9,Rg3.10,Rg2.1,Rg2.2,Rg2.3,Rg2.4,Rg2.5,Rg2.6,Rg2.7,Rg2.8,Rg2.9,Rg2.10,D.G75.1,D.G75.2,D.G75.3,D.G75.4,D.G75.5,D.G75.6,D.G75.7,D.G75.8,D.G75.9,D.G17.1,D.G17.2,D.G17.3,D.G17.4,D.G17.5,D.G17.6,D.G17.7,D.G17.8,D.G17.9,D.Rb1.1,D.Rb1.2,D.Rb1.3,D.Rb1.4,D.Rb1.5,D.Rb1.6,D.Rb1.7,D.Rb1.8,D.Rb1.9,D.Rb1.10,D.Rg3.1,D.Rg3.2,D.Rg3.3,D.Rg3.4,D.Rg3.5,D.Rg3.6,D.Rg3.7,D.Rg3.8,D.Rg3.9,D.Rg3.10,D.Rg2.1,D.Rg2.2,D.Rg2.3,D.Rg2.4,D.Rg2.5,D.Rg2.6,D.Rg2.7,D.Rg2.8,D.Rg2.9,D.Rg2.10,Taxonomy
OTU_698,0,0.000706714,0.000163088,0.000108725,0.000407719,0.000108725,5.44E-05,0,0.001603697,0.000163088,0.000108725,0.001087252,0.000353357,0.000244632,0.001658059,0.000244632,0.000108725,0.000135906,0.001766784,8.15E-05,0.000733895,0.001522153,0.001712422,0.000271813,0.000733895,0.00084262,0.000788258,0.00084262,0.011470508,0.001603697,0.000597989,0.004484914,0.001087252,0.000896983,0.00021745,0.000788258,0.000163088,0.000489263,0.001087252,0.000271813,0.000489263,0.000434901,0.00021745,0.000298994,0.000271813,0.000597989,0.000434901,0.000489263,0.007502039,0.000434901,0,2.72E-05,0,0,0,2.72E-05,0,0,0.000896983,0.000190269,8.15E-05,0,0,2.72E-05,0,0,0,0,0.001195977,0.000108725,0.000244632,0.000244632,8.15E-05,0.000244632,0.000570807,0.000570807,0.003044306,5.44E-05,5.44E-05,8.15E-05,0.000489263,0.000163088,2.72E-05,0.000326176,0.000951345,0.000516445,0.002908399,0.000163088,5.44E-05,0.001060071,0.000924164,0.00187551,0.000489263,0.001141615,0.00084262,0.000434901,0.004974178,0.000163088,0.000135906,0.000135906,0.008915466,0.003153031,0.001658059,0.002011416,0.00837184,0.009812449,0.035254145,0.002962762,0.001195977,0.001549334,0,0.0033433,0.002201685,0.010600707,0.002690949,0.001603697,0.001359065,0.015602066,0.007257407,0.003995651,0.002690949,0.006007067,0.019189997,0.006306061,0.001277521,0.001685241,0.001549334,0.00125034,0.001114433,0.001195977,0,0.001331884,0.005191628,0.023403099,0.000869802,0.007393313,0.006034248,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_699,0,5.44E-05,0,5.44E-05,8.15E-05,2.72E-05,0,0,2.72E-05,0,0,0,2.72E-05,0,0,2.72E-05,0,0,0,2.72E-05,0,0,0,0,2.72E-05,0,2.72E-05,0,0,5.44E-05,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__unidentified_Bacteria;c__unidentified_Bacteria;o__unidentified_Bacteria;f__unidentified_Bacteria;g__unidentified_Bacteria
OTU_700,0,2.72E-05,0,8.15E-05,0,5.44E-05,0,2.72E-05,0.000108725,0,5.44E-05,0,0,2.72E-05,0,5.44E-05,2.72E-05,0,0,0,0,5.44E-05,0,0,0,5.44E-05,2.72E-05,0,8.15E-05,5.44E-05,0,0,2.72E-05,2.72E-05,0,0,5.44E-05,2.72E-05,0,0,2.72E-05,0,5.44E-05,0,8.15E-05,2.72E-05,0,0.000108725,5.44E-05,0,0,0,0,2.72E-05,0.000108725,0,0,0,0.000135906,0,2.72E-05,5.44E-05,0,0,0,2.72E-05,5.44E-05,8.15E-05,0,8.15E-05,5.44E-05,0,0,2.72E-05,2.72E-05,5.44E-05,2.72E-05,5.44E-05,0,5.44E-05,0,0,0,5.44E-05,2.72E-05,0,5.44E-05,5.44E-05,0,0,5.44E-05,2.72E-05,2.72E-05,2.72E-05,2.72E-05,2.72E-05,0,0,2.72E-05,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,2.72E-05,5.44E-05,5.44E-05,0,0,0.000135906,2.72E-05,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,0,2.72E-05,0,8.15E-05,8.15E-05,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_701,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,5.44E-05,0,0,0.000108725,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__unidentified_Acidobacteriales;g__Granulicella;s__
OTU_702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,2.72E-05,2.72E-05,0.00021745,0,2.72E-05,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__unidentified_Gammaproteobacteria;f__Rhodocyclaceae;g__Denitratisoma;s__
OTU_703,0,5.44E-05,0,2.72E-05,0,2.72E-05,0,2.72E-05,0,2.72E-05,0,8.15E-05,0,0,5.44E-05,5.44E-05,5.44E-05,5.44E-05,5.44E-05,0,8.15E-05,0,5.44E-05,0,2.72E-05,5.44E-05,2.72E-05,0,2.72E-05,5.44E-05,2.72E-05,0,0,0,0,2.72E-05,0,5.44E-05,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__;f__;g__;s__
OTU_704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,2.72E-05,0,0,0,0,0,8.15E-05,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_705,2.72E-05,2.72E-05,0.000108725,2.72E-05,2.72E-05,2.72E-05,5.44E-05,2.72E-05,8.15E-05,5.44E-05,0.000108725,5.44E-05,0.000244632,0,0.000108725,2.72E-05,0,2.72E-05,0.000108725,2.72E-05,0.000190269,2.72E-05,0.000135906,0,5.44E-05,5.44E-05,0,2.72E-05,8.15E-05,8.15E-05,2.72E-05,2.72E-05,8.15E-05,0,5.44E-05,0,2.72E-05,8.15E-05,2.72E-05,0,0,2.72E-05,0,0,0,0,2.72E-05,5.44E-05,0,0,0,2.72E-05,0,0,0,0,0,2.72E-05,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,2.72E-05,2.72E-05,0,5.44E-05,2.72E-05,0,0,0,0,8.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,8.15E-05,0,5.44E-05,0,8.15E-05,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
OTU_706,5.44E-05,2.72E-05,0,0,0,5.44E-05,5.44E-05,5.44E-05,0,0,5.44E-05,5.44E-05,0,2.72E-05,0,2.72E-05,2.72E-05,2.72E-05,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,2.72E-05,2.72E-05,5.44E-05,0,0,0,0,0,2.72E-05,0,2.72E-05,5.44E-05,0,0,0,5.44E-05,0,0,0,0,2.72E-05,0,0,0,0,2.72E-05,0,0,0,0,5.44E-05,2.72E-05,0,2.72E-05,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108725,0,0,0,0,0.000108725,2.72E-05,0,0,0,0.00021745,0,0,0,0,0,0,0,0,0,5.44E-05,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__unidentified_Gammaproteobacteria;f__unidentified_Gammaproteobacteria;g__unidentified_Gammaproteobacteria
OTU_707,0,0,0,2.72E-05,0,0,2.72E-05,0,0,0,5.44E-05,0,0,2.72E-05,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108725,0,0,0,0,0,0,0,0,0,8.15E-05,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unidentified_Alphaproteobacteria;f__Acetobacteraceae
OTU_708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,0,0,0,0,0,0.000108725,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
OTU_709,0.001060071,0.001087252,0.001929872,0.013563468,0.000679532,0.001223158,0.001168796,0.001304702,0.001522153,0.001359065,0.000489263,0.000271813,0.000597989,0.002391954,0.000190269,0.000489263,0.000298994,0.001005708,0.000380538,0.001603697,0,2.72E-05,2.72E-05,0.001413428,0,0.000108725,0,0.000190269,0,0.000298994,0,5.44E-05,8.15E-05,0.001114433,0,8.15E-05,0,0.000163088,0,0.000190269,0.000869802,0.000652351,0.001658059,0.002636586,0.000706714,0.00440337,0.003778201,0.001359065,0.000869802,0.000543626,8.15E-05,5.44E-05,0.000543626,0.000679532,0,0.003533569,0.001658059,0.000135906,0.000244632,2.72E-05,0.002881218,0.002038597,0.001440609,0.001739603,0.001984235,0.014949715,0.009350367,0.001658059,0.001957054,0.001359065,0.000462082,0.000108725,0.000190269,0.000489263,0.002120141,0.000326176,0.001168796,0.002663767,0.000761076,0.000407719,0.002065779,0.000951345,0.001848328,0.008426203,0.002201685,0.000869802,0.010519163,0.011117151,0.005191628,0.001087252,2.72E-05,0,2.72E-05,0.000190269,2.72E-05,0,0.000298994,0.000353357,0.000135906,0,8.15E-05,0,2.72E-05,0.000190269,5.44E-05,0,0.000353357,0.000516445,5.44E-05,0,0,0,2.72E-05,0,0,0,0,0,0,0,8.15E-05,0,8.15E-05,0,0,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_710,0,0,2.72E-05,0,2.72E-05,0,2.72E-05,2.72E-05,5.44E-05,5.44E-05,2.72E-05,0,5.44E-05,0,2.72E-05,0,2.72E-05,0,5.44E-05,0,0,0,0,0,0,0,2.72E-05,0,2.72E-05,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__unidentified_Prevotellaceae;s__Prevotella_salivae
OTU_711,0.000353357,5.44E-05,8.15E-05,5.44E-05,5.44E-05,5.44E-05,0.000108725,5.44E-05,5.44E-05,2.72E-05,0.000244632,0.000135906,8.15E-05,0.000108725,0.000163088,8.15E-05,8.15E-05,5.44E-05,0.000135906,5.44E-05,0.000190269,0,0.000108725,2.72E-05,5.44E-05,5.44E-05,0.000135906,5.44E-05,5.44E-05,2.72E-05,8.15E-05,0.000135906,0.000163088,0.000108725,2.72E-05,0.000190269,2.72E-05,0,5.44E-05,5.44E-05,0.000190269,2.72E-05,0,0,0,0.006170155,2.72E-05,2.72E-05,0,0,0.000244632,0,0,0,2.72E-05,0.005979886,0,0,2.72E-05,2.72E-05,0.000271813,0.000108725,0,0,0.000163088,0.006577874,0,2.72E-05,0,2.72E-05,0.003914107,2.72E-05,0,0,0,0,0,2.72E-05,0,0,0.004484914,2.72E-05,2.72E-05,0,0,0,0,0,0,0,0.002609405,0,0,2.72E-05,0,0,0,2.72E-05,0,0,0.002636586,0,0,0,0,0,2.72E-05,0,0,0,0,0,8.15E-05,2.72E-05,0,0,0,0,0,0,0.015167165,0,0.000108725,0,0,0,0,0,0,0,0,0,0.000163088,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__
OTU_712,0,0,0,0.000298994,0,8.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Cyanobacteria;c__unidentified_Cyanobacteria;o__unidentified_Cyanobacteria;f__unidentified_Cyanobacteria;g__unidentified_Cyanobacteria
OTU_713,0.000271813,0.000380538,0.001304702,0.000190269,0.000108725,0.00021745,0.000353357,0.000163088,0.000163088,8.15E-05,0.000244632,0.001168796,0.000244632,0.000108725,5.44E-05,0.000163088,0.00021745,0.000135906,0.00021745,5.44E-05,0.001168796,0.001549334,0.001032889,0.001195977,0.00084262,0.003316119,0.00209296,0.001630878,0.002391954,0.000679532,0.002446317,0.003778201,0.003071487,0.002065779,0.004240283,0.00293558,0.002065779,0.001168796,0.006632237,0.000489263,0,0,0,2.72E-05,0,5.44E-05,0.000190269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0.000434901,5.44E-05,0,0,5.44E-05,0,8.15E-05,0.000135906,0.000298994,0,0,0,0,0,0,0,0,0,2.72E-05,0.000298994,0.000462082,0.00021745,0.000407719,0.001413428,0.001522153,0.001902691,0.001766784,0.001413428,0.003886926,0.001060071,0.00209296,0.000244632,0.000489263,0.000407719,0.000163088,0.000135906,0.00146779,8.15E-05,0.001549334,0,0.000353357,0.000597989,0.001304702,0.00062517,0.002201685,0.00125034,0.001712422,0.00021745,0.001440609,0.000380538,0.000271813,2.72E-05,0.000543626,0.000326176,0.00084262,0.000271813,0.000135906,2.72E-05,0.000679532,0,0.00021745,0.000543626,0.00125034,0.001603697,0.002038597,0.001087252,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia
OTU_714,8.15E-05,0,0,2.72E-05,0,8.15E-05,5.44E-05,2.72E-05,5.44E-05,0,0,0,0,0.000135906,5.44E-05,8.15E-05,5.44E-05,0,2.72E-05,0,0,0,0,2.72E-05,0,5.44E-05,2.72E-05,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,5.44E-05,0,0.000108725,2.72E-05,0.000135906,5.44E-05,0,0,0,0,0,0,2.72E-05,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,2.72E-05,0,5.44E-05,2.72E-05,0,0,0,2.72E-05,2.72E-05,5.44E-05,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0.000135906,0,0,0,8.15E-05,2.72E-05,0,5.44E-05,5.44E-05,2.72E-05,2.72E-05,0,0,0,0,0.000108725,0,0,0,0,0,0.000108725,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,2.72E-05,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
OTU_715,0,0,0,0,0,0,0,2.72E-05,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,2.72E-05,2.72E-05,5.44E-05,0,8.15E-05,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_vesicularis
OTU_716,0,0,0,0,2.72E-05,0.000108725,0,2.72E-05,0,5.44E-05,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0.000108725,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae
OTU_717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,2.72E-05,0,0,0,0.000163088,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia
OTU_718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__
OTU_719,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,2.72E-05,0,0,0,0,2.72E-05,0,0,0,0,0.000135906,0,0,0,0,2.72E-05,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,2.72E-05,2.72E-05,0.000135906,0.000135906,5.44E-05,0,0,0,0,0,0,0,2.72E-05,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,2.72E-05,0,0.000108725,2.72E-05,2.72E-05,0,0.000353357,0.000108725,0,0,2.72E-05,0,0.000163088,0,0,2.72E-05,0,5.44E-05,0,0,0,0,0,2.72E-05,2.72E-05,2.72E-05,0,2.72E-05,0,0,0,2.72E-05,0,0,0,2.72E-05,2.72E-05,0,0,0,2.72E-05,0.000135906,0,0.000163088,0,0,0,0,2.72E-05,2.72E-05,0,0,8.15E-05,0,0,0,0.000108725,0,0.000163088,0,0,2.72E-05,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__
OTU_720,0,0,0,2.72E-05,0,5.44E-05,2.72E-05,0,2.72E-05,0,0,0,0,0,0,2.72E-05,0,0,2.72E-05,0,8.15E-05,0,0,0,0,2.72E-05,2.72E-05,0,0,2.72E-05,0,0,0,5.44E-05,0,0,5.44E-05,0,0,0,5.44E-05,2.72E-05,0,0,0,0,0,0,0,0,2.72E-05,0,0,2.72E-05,0,2.72E-05,2.72E-05,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;s__
OTU_721,0.000434901,0.000353357,0.000462082,0.000543626,0.000353357,0.001494971,0.000298994,0.00021745,0.000434901,0.000434901,0.000380538,0.000271813,0.000761076,0.000244632,0.00021745,0.000597989,0.000489263,0.000190269,0.000516445,0.000462082,0.000271813,0.000298994,0.000597989,0.000135906,0.000135906,0.000462082,0.00062517,0.000163088,0.000244632,0.000434901,0.000163088,0.000271813,0.000244632,0.000163088,0,0.000652351,5.44E-05,0.000244632,0.000108725,2.72E-05,0.000271813,0.002147323,8.15E-05,0.000298994,0.000135906,0.000271813,0.000570807,0.000462082,0.000407719,0.00021745,0.000924164,0.002555042,0.000190269,0.000244632,0.00021745,0.000788258,0.000407719,0.000761076,0.001005708,0.000326176,0.000543626,0.002527861,0.000108725,0.000298994,0.000543626,0.000516445,0.000951345,0.000434901,0.000543626,0.000570807,0.00062517,0.00084262,0.00125034,0.001386246,0.000190269,0.000516445,0.000896983,0.000326176,0.002174504,0.00084262,0.003234575,0.000679532,0.000679532,0.000733895,0.00021745,0.001494971,0.002256048,0.000407719,0.001304702,0.000298994,0.002419136,0.001766784,0.000978527,0.001576515,0.000407719,0.002174504,0.001440609,0.000380538,0.000978527,0.000543626,0.003017124,0.001712422,0.003452025,0.003587932,0.000489263,0.002908399,0.001739603,0.00084262,0.003914107,0.000271813,2.72E-05,0.000516445,0.001766784,0.001658059,0.004050014,0.000706714,0.000706714,0.000108725,0.000896983,0.000679532,0.000516445,0.000706714,0.002038597,0.001005708,0.010301712,0.001168796,0.000679532,0.000570807,0.004267464,0.005816798,0.001494971,0.000924164,0.000896983,0.001902691,0.004213101,0.006115792,0.00146779,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_722,0,0,0,0.000489263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Archaea;p__Euryarchaeota;c__Thermoplasmata
OTU_723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0.000108725,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Allisonella;s__
